"V1"	"V2"
"Twelfth Night (1996)"	"comedy"
"Twelfth Night (1996)"	"drama"
"Twelfth Night (1996)"	"romance"
"Mark of Zorro, The (1940)"	"adventure"
"Surviving Picasso (1996)"	"drama"
"Up in Smoke (1978)"	"comedy"
"Some Kind of Wonderful (1987)"	"drama"
"Some Kind of Wonderful (1987)"	"romance"
"I'm Not Rappaport (1996)"	"comedy"
"Umbrellas of Cherbourg, The  (1964)"	"drama"
"Umbrellas of Cherbourg, The  (1964)"	"musical"
"They Made Me a Criminal (1939)"	"crime"
"They Made Me a Criminal (1939)"	"drama"
"Last Time I Saw Paris, The (1954)"	"drama"
"Farewell to Arms, A (1932)"	"romance"
"Farewell to Arms, A (1932)"	"war"
"Innocents, The (1961)"	"thriller"
"Old Man and the Sea, The (1958)"	"adventure"
"Old Man and the Sea, The (1958)"	"drama"
"Truman Show, The (1998)"	"drama"
"Heidi Fleiss: Hollywood Madam (1995)"	"documentary"
"Chungking Express (1994)"	"drama"
"Chungking Express (1994)"	"mystery"
"Chungking Express (1994)"	"romance"
"Jupiter's Wife (1994)"	"documentary"
"Safe (1995)"	"thriller"
"Feeling Minnesota (1996)"	"drama"
"Feeling Minnesota (1996)"	"romance"
"Escape to Witch Mountain (1975)"	"adventure"
"Escape to Witch Mountain (1975)"	"children"
"Escape to Witch Mountain (1975)"	"fantasy"
"Get on the Bus (1996)"	"drama"
"Doors, The (1991)"	"drama"
"Doors, The (1991)"	"musical"
"Ghosts of Mississippi (1996)"	"drama"
"Beautiful Thing (1996)"	"drama"
"Beautiful Thing (1996)"	"romance"
"Best Men (1997)"	"action"
"Best Men (1997)"	"comedy"
"Best Men (1997)"	"crime"
"Best Men (1997)"	"drama"
"Hackers (1995)"	"action"
"Hackers (1995)"	"crime"
"Hackers (1995)"	"thriller"
"Road to Wellville, The (1994)"	"comedy"
"War Room, The (1993)"	"documentary"
"When We Were Kings (1996)"	"documentary"
"Hard Eight (1996)"	"crime"
"Hard Eight (1996)"	"thriller"
"Quiet Room, The (1996)"	"drama"
"Blue Chips (1994)"	"drama"
"Calendar Girl (1993)"	"drama"
"My Family (1995)"	"drama"
"Tom & Viv (1994)"	"drama"
"Walkabout (1971)"	"drama"
"Last Dance (1996)"	"drama"
"Original Gangstas (1996)"	"crime"
"In Love and War (1996)"	"romance"
"In Love and War (1996)"	"war"
"Backbeat (1993)"	"drama"
"Backbeat (1993)"	"musical"
"Alphaville (1965)"	"sci-fi"
"Rendezvous in Paris  (1995)"	"comedy"
"Rendezvous in Paris  (1995)"	"romance"
"Cyclo (1995)"	"crime"
"Cyclo (1995)"	"drama"
"Relic, The (1997)"	"horror"
"Fille seule, La  (1995)"	"drama"
"Stalker (1979)"	"mystery"
"Stalker (1979)"	"sci-fi"
"Love! Valour! Compassion! (1997)"	"drama"
"Love! Valour! Compassion! (1997)"	"romance"
"Palookaville (1996)"	"action"
"Palookaville (1996)"	"drama"
"Phat Beach (1996)"	"comedy"
"Portrait of a Lady, The (1996)"	"drama"
"Zeus and Roxanne (1997)"	"children"
"Big Bully (1996)"	"comedy"
"Big Bully (1996)"	"drama"
"Love & Human Remains (1993)"	"comedy"
"Sum of Us, The (1994)"	"comedy"
"Little Buddha (1993)"	"drama"
"Fresh (1994)"	"drama"
"Spanking the Monkey (1994)"	"comedy"
"Spanking the Monkey (1994)"	"drama"
"Wild Reeds (1994)"	"drama"
"Women, The (1939)"	"comedy"
"Bliss (1997)"	"drama"
"Bliss (1997)"	"romance"
"Caught (1996)"	"drama"
"Caught (1996)"	"thriller"
"Hugo Pool (1997)"	"romance"
"Welcome To Sarajevo (1997)"	"drama"
"Welcome To Sarajevo (1997)"	"war"
"Dunston Checks In (1996)"	"comedy"
"Major Payne (1994)"	"comedy"
"Man of the House (1995)"	"comedy"
"I Love Trouble (1994)"	"action"
"I Love Trouble (1994)"	"comedy"
"Low Down Dirty Shame, A (1994)"	"action"
"Low Down Dirty Shame, A (1994)"	"comedy"
"Cops and Robbersons (1994)"	"comedy"
"Cowboy Way, The (1994)"	"action"
"Cowboy Way, The (1994)"	"comedy"
"Endless Summer 2, The (1994)"	"documentary"
"In the Army Now (1994)"	"comedy"
"In the Army Now (1994)"	"war"
"Inkwell, The (1994)"	"comedy"
"Inkwell, The (1994)"	"drama"
"Switchblade Sisters (1975)"	"crime"
"Young Guns II (1990)"	"action"
"Young Guns II (1990)"	"comedy"
"Young Guns II (1990)"	"western"
"Prefontaine (1997)"	"drama"
"That Old Feeling (1997)"	"comedy"
"That Old Feeling (1997)"	"romance"
"Letter From Death Row, A (1998)"	"crime"
"Letter From Death Row, A (1998)"	"drama"
"Boys of St. Vincent, The (1993)"	"drama"
"Before the Rain  (1994)"	"drama"
"Once Were Warriors (1994)"	"crime"
"Once Were Warriors (1994)"	"drama"
"Strawberry and Chocolate  (1993)"	"drama"
"Savage Nights  (1992)"	"drama"
"Family Thing, A (1996)"	"comedy"
"Family Thing, A (1996)"	"drama"
"Purple Noon (1960)"	"crime"
"Purple Noon (1960)"	"thriller"
"Cemetery Man  (1994)"	"comedy"
"Cemetery Man  (1994)"	"horror"
"Kim (1950)"	"children"
"Kim (1950)"	"drama"
"Marlene Dietrich: Shadow and Light (1996)"	"documentary"
"Maybe, Maybe Not  (1994)"	"comedy"
"Top Hat (1935)"	"comedy"
"Top Hat (1935)"	"musical"
"Top Hat (1935)"	"romance"
"To Be or Not to Be (1942)"	"comedy"
"To Be or Not to Be (1942)"	"drama"
"To Be or Not to Be (1942)"	"war"
"Secret Agent, The (1996)"	"drama"
"Amos & Andrew (1993)"	"comedy"
"Jade (1995)"	"thriller"
"Kiss of Death (1995)"	"crime"
"Kiss of Death (1995)"	"drama"
"Kiss of Death (1995)"	"thriller"
"Mixed Nuts (1994)"	"comedy"
"Virtuosity (1995)"	"sci-fi"
"Virtuosity (1995)"	"thriller"
"Blue Sky (1994)"	"drama"
"Blue Sky (1994)"	"romance"
"Flesh and Bone (1993)"	"drama"
"Flesh and Bone (1993)"	"mystery"
"Flesh and Bone (1993)"	"romance"
"Guilty as Sin (1993)"	"crime"
"Guilty as Sin (1993)"	"drama"
"Guilty as Sin (1993)"	"thriller"
"In the Realm of the Senses  (1976)"	"drama"
"Barb Wire (1996)"	"action"
"Barb Wire (1996)"	"sci-fi"
"Kissed (1996)"	"romance"
"Assassins (1995)"	"thriller"
"Friday (1995)"	"comedy"
"Goofy Movie, A (1995)"	"animation"
"Goofy Movie, A (1995)"	"children"
"Goofy Movie, A (1995)"	"comedy"
"Goofy Movie, A (1995)"	"romance"
"Higher Learning (1995)"	"drama"
"When a Man Loves a Woman (1994)"	"drama"
"Judgment Night (1993)"	"action"
"King of the Hill (1993)"	"drama"
"Scout, The (1994)"	"drama"
"Angus (1995)"	"comedy"
"Night Falls on Manhattan (1997)"	"crime"
"Night Falls on Manhattan (1997)"	"drama"
"Awfully Big Adventure, An (1995)"	"drama"
"Under Siege 2: Dark Territory (1995)"	"action"
"Poison Ivy II (1995)"	"drama"
"Poison Ivy II (1995)"	"thriller"
"Ready to Wear  (1994)"	"comedy"
"Marked for Death (1990)"	"action"
"Marked for Death (1990)"	"drama"
"Madonna: Truth or Dare (1991)"	"documentary"
"Nnette et Boni (1996)"	"drama"
"Chairman of the Board (1998)"	"comedy"
"Big Bang Theory, The (1994)"	"crime"
"Other Voices, Other Rooms (1997)"	"drama"
"Twisted (1996)"	"comedy"
"Twisted (1996)"	"drama"
"Full Speed (1996)"	"drama"
"Cutthroat Island (1995)"	"action"
"Cutthroat Island (1995)"	"adventure"
"Cutthroat Island (1995)"	"romance"
"Ghost in the Shell  (1995)"	"animation"
"Ghost in the Shell  (1995)"	"sci-fi"
"Van, The (1996)"	"comedy"
"Van, The (1996)"	"drama"
"Old Lady Who Walked in the Sea, The  (1991)"	"comedy"
"Night Flier (1997)"	"horror"
"Metro (1997)"	"action"
"Gridlock'd (1997)"	"crime"
"Bushwhacked (1995)"	"comedy"
"Bad Girls (1994)"	"western"
"Blink (1994)"	"thriller"
"For Love or Money (1993)"	"comedy"
"Best of the Best 3: No Turning Back (1995)"	"action"
"A Chef in Love (1996)"	"comedy"
"Contempt  (1963)"	"drama"
"Tie That Binds, The (1995)"	"thriller"
"Gone Fishin' (1997)"	"comedy"
"Broken English (1996)"	"drama"
"Designated Mourner, The (1997)"	"drama"
"Designated Mourner, The (1997)"	"drama"
"Trial and Error (1997)"	"comedy"
"Trial and Error (1997)"	"romance"
"Pie in the Sky (1995)"	"comedy"
"Pie in the Sky (1995)"	"romance"
"Total Eclipse (1995)"	"drama"
"Run of the Country, The (1995)"	"drama"
"Walking and Talking (1996)"	"romance"
"Foxfire (1996)"	"drama"
"Nothing to Lose (1994)"	"drama"
"Star Maps (1997)"	"drama"
"Bread and Chocolate  (1973)"	"drama"
"Clockers (1995)"	"drama"
"Bitter Moon (1992)"	"drama"
"Love in the Afternoon (1957)"	"comedy"
"Love in the Afternoon (1957)"	"romance"
"Life with Mikey (1993)"	"comedy"
"North (1994)"	"comedy"
"Talking About Sex (1994)"	"comedy"
"Talking About Sex (1994)"	"drama"
"Color of Night (1994)"	"drama"
"Color of Night (1994)"	"thriller"
"Robocop 3 (1993)"	"sci-fi"
"Robocop 3 (1993)"	"thriller"
"Killer  (1994)"	"thriller"
"Sunset Park (1996)"	"drama"
"Set It Off (1996)"	"action"
"Set It Off (1996)"	"crime"
"Selena (1997)"	"drama"
"Selena (1997)"	"musical"
"Wild America (1997)"	"adventure"
"Wild America (1997)"	"children"
"Gang Related (1997)"	"crime"
"Manny & Lo (1996)"	"drama"
"Grass Harp, The (1995)"	"drama"
"Out to Sea (1997)"	"comedy"
"Before and After (1996)"	"drama"
"Before and After (1996)"	"mystery"
"Princess Caraboo (1994)"	"drama"
"Shall We Dance? (1937)"	"comedy"
"Shall We Dance? (1937)"	"musical"
"Shall We Dance? (1937)"	"romance"
"Ed (1996)"	"comedy"
"Denise Calls Up (1995)"	"comedy"
"Jack and Sarah (1995)"	"romance"
"Country Life (1994)"	"drama"
"Country Life (1994)"	"romance"
"Celtic Pride (1996)"	"comedy"
"Simple Wish, A (1997)"	"children"
"Simple Wish, A (1997)"	"fantasy"
"Star Kid (1997)"	"adventure"
"Star Kid (1997)"	"children"
"Star Kid (1997)"	"fantasy"
"Star Kid (1997)"	"sci-fi"
"Ayn Rand: A Sense of Life (1997)"	"documentary"
"Kicked in the Head (1997)"	"comedy"
"Kicked in the Head (1997)"	"drama"
"Indian Summer (1996)"	"comedy"
"Indian Summer (1996)"	"drama"
"Love Affair (1994)"	"drama"
"Love Affair (1994)"	"romance"
"Band Wagon, The (1953)"	"comedy"
"Band Wagon, The (1953)"	"musical"
"Penny Serenade (1941)"	"drama"
"Penny Serenade (1941)"	"romance"
"'Til There Was You (1997)"	"drama"
"'Til There Was You (1997)"	"romance"
"Stripes (1981)"	"comedy"
"Late Bloomers (1996)"	"comedy"
"Getaway, The (1994)"	"action"
"New York Cop (1996)"	"action"
"New York Cop (1996)"	"crime"
"National Lampoon's Senior Trip (1995)"	"comedy"
"Delta of Venus (1994)"	"drama"
"Carmen Miranda: Bananas Is My Business (1994)"	"documentary"
"Babyfever (1994)"	"comedy"
"Babyfever (1994)"	"drama"
"Very Natural Thing, A (1974)"	"drama"
"Walk in the Sun, A (1945)"	"drama"
"Waiting to Exhale (1995)"	"comedy"
"Waiting to Exhale (1995)"	"drama"
"Pompatus of Love, The (1996)"	"comedy"
"Pompatus of Love, The (1996)"	"drama"
"Palmetto (1998)"	"film-noir"
"Palmetto (1998)"	"mystery"
"Palmetto (1998)"	"thriller"
"Surviving the Game (1994)"	"action"
"Surviving the Game (1994)"	"adventure"
"Surviving the Game (1994)"	"thriller"
"Inventing the Abbotts (1997)"	"drama"
"Inventing the Abbotts (1997)"	"romance"
"Horse Whisperer, The (1998)"	"drama"
"Journey of August King, The (1995)"	"drama"
"Catwalk (1995)"	"documentary"
"Neon Bible, The (1995)"	"drama"
"Homage (1995)"	"drama"
"Open Season (1996)"	"comedy"
"Metisse  (1993)"	"comedy"
"Wooden Man's Bride, The  (1994)"	"drama"
"Loaded (1994)"	"drama"
"Loaded (1994)"	"thriller"
"August (1996)"	"drama"
"Boys (1996)"	"drama"
"Captives (1994)"	"drama"
"Of Love and Shadows (1994)"	"drama"
"Low Life, The (1994)"	"drama"
"An Unforgettable Summer (1994)"	"drama"
"Last Klezmer: Leopold Kozlowski, His Life and Music, The (1995)"	"documentary"
"My Life and Times With Antonin Artaud  (1993)"	"drama"
"Midnight Dancers  (1994)"	"comedy"
"Midnight Dancers  (1994)"	"drama"
"Somebody to Love (1994)"	"drama"
"American Buffalo (1996)"	"drama"
"Kazaam (1996)"	"children"
"Kazaam (1996)"	"comedy"
"Kazaam (1996)"	"fantasy"
"Larger Than Life (1996)"	"comedy"
"Two Deaths (1995)"	"drama"
"Stefano Quantestorie (1993)"	"comedy"
"Stefano Quantestorie (1993)"	"drama"
"Crude Oasis, The (1995)"	"romance"
"Hedd Wyn (1992)"	"drama"
"Convent, The  (1995)"	"drama"
"Lotto Land (1995)"	"drama"
"Story of Xinghua, The (1993)"	"drama"
"Day the Sun Turned Cold, The  (1994)"	"drama"
"Dingo (1992)"	"drama"
"Ballad of Narayama, The  (1958)"	"drama"
"Every Other Weekend (1990)"	"drama"
"Mille bolle blu (1993)"	"comedy"
"Crows and Sparrows (1949)"	"drama"
"Lover's Knot (1996)"	"comedy"
"Shadow of Angels  (1976)"	"drama"
"1-900 (1994)"	"romance"
"Venice/Venice (1992)"	"drama"
"Infinity (1996)"	"drama"
"Ed's Next Move (1996)"	"comedy"
"For the Moment (1994)"	"romance"
"For the Moment (1994)"	"war"
"The Deadly Cure (1996)"	"action"
"Boys in Venice (1996)"	"drama"
"Sexual Life of the Belgians, The (1994)"	"comedy"
"Search for One-eye Jimmy, The (1996)"	"comedy"
"American Strays (1996)"	"action"
"Leopard Son, The (1996)"	"documentary"
"Bird of Prey (1996)"	"action"
"Johnny 100 Pesos (1993)"	"action"
"Johnny 100 Pesos (1993)"	"drama"
"JLG/JLG - autoportrait de dcembre (1994)"	"documentary"
"JLG/JLG - autoportrait de dcembre (1994)"	"drama"
"Faust (1994)"	"animation"
"Mina Tannenbaum (1994)"	"drama"
"Forbidden Christ, The  (1950)"	"drama"
"I Can't Sleep  (1994)"	"drama"
"I Can't Sleep  (1994)"	"thriller"
"Machine, The (1994)"	"comedy"
"Machine, The (1994)"	"horror"
"Stranger, The (1994)"	"action"
"Good Morning (1971)"	""
"Falling in Love Again (1980)"	"comedy"
"Cement Garden, The (1993)"	"drama"
"Meet Wally Sparks (1997)"	"comedy"
"Hotel de Love (1996)"	"comedy"
"Hotel de Love (1996)"	"romance"
"Rhyme & Reason (1997)"	"documentary"
"Love and Other Catastrophes (1996)"	"romance"
"Hollow Reed (1996)"	"drama"
"Losing Chase (1996)"	"drama"
"Bonheur, Le (1965)"	"drama"
"Second Jungle Book: Mowgli & Baloo, The (1997)"	"adventure"
"Second Jungle Book: Mowgli & Baloo, The (1997)"	"children"
"Squeeze (1996)"	"drama"
"Roseanna's Grave  (1997)"	"comedy"
"Roseanna's Grave  (1997)"	"romance"
"Tetsuo II: Body Hammer (1992)"	"sci-fi"
"Fall (1997)"	"romance"
"Gabbeh (1996)"	"drama"
"Mondo (1996)"	"drama"
"Innocent Sleep, The (1995)"	"crime"
"For Ever Mozart (1996)"	"drama"
"Locusts, The (1997)"	"drama"
"Stag (1997)"	"action"
"Stag (1997)"	"thriller"
"Swept from the Sea (1997)"	"romance"
"Hurricane Streets (1998)"	"drama"
"Stonewall (1995)"	"drama"
"Of Human Bondage (1934)"	"drama"
"Anna (1996)"	"drama"
"Stranger in the House (1997)"	"thriller"
"Picture Bride (1995)"	"drama"
"Picture Bride (1995)"	"romance"
"M. Butterfly (1993)"	"drama"
"Ciao, Professore! (1993)"	"drama"
"Caro Diario  (1994)"	"comedy"
"Caro Diario  (1994)"	"drama"
"Withnail and I (1987)"	"comedy"
"Boy's Life 2 (1997)"	"drama"
"When Night Is Falling (1995)"	"drama"
"When Night Is Falling (1995)"	"romance"
"Specialist, The (1994)"	"action"
"Gordy (1995)"	"comedy"
"Swan Princess, The (1994)"	"animation"
"Swan Princess, The (1994)"	"children"
"Harlem (1993)"	"drama"
"Barbarella (1968)"	"adventure"
"Barbarella (1968)"	"sci-fi"
"Land Before Time III: The Time of the Great Giving (1995)"	"animation"
"Land Before Time III: The Time of the Great Giving (1995)"	"children"
"Street Fighter (1994)"	"action"
"Coldblooded (1995)"	"action"
"Next Karate Kid, The (1994)"	"action"
"Next Karate Kid, The (1994)"	"children"
"No Escape (1994)"	"action"
"No Escape (1994)"	"sci-fi"
"Turning, The (1992)"	"drama"
"Joy Luck Club, The (1993)"	"drama"
"Highlander III: The Sorcerer (1994)"	"action"
"Highlander III: The Sorcerer (1994)"	"sci-fi"
"Gilligan's Island: The Movie (1998)"	"comedy"
"My Crazy Life  (1993)"	"drama"
"Suture (1993)"	"film-noir"
"Suture (1993)"	"thriller"
"Walking Dead, The (1995)"	"drama"
"Walking Dead, The (1995)"	"war"
"I Like It Like That (1994)"	"comedy"
"I Like It Like That (1994)"	"drama"
"I Like It Like That (1994)"	"romance"
"I'll Do Anything (1994)"	"comedy"
"I'll Do Anything (1994)"	"drama"
"Grace of My Heart (1996)"	"comedy"
"Grace of My Heart (1996)"	"drama"
"Drunks (1995)"	"drama"
"SubUrbia (1997)"	"comedy"
"Sliding Doors (1998)"	"drama"
"Sliding Doors (1998)"	"romance"
"Ill Gotten Gains (1997)"	"drama"
"Legal Deceit (1997)"	"thriller"
"Mighty, The (1998)"	"drama"
"Men of Means (1998)"	"action"
"Men of Means (1998)"	"drama"
"Shooting Fish (1997)"	"romance"
"Steal Big, Steal Little (1995)"	"comedy"
"Mr. Jones (1993)"	"drama"
"Mr. Jones (1993)"	"romance"
"House Party 3 (1994)"	"comedy"
"Panther (1995)"	"drama"
"Jason's Lyric (1994)"	"crime"
"Jason's Lyric (1994)"	"drama"
"Above the Rim (1994)"	"drama"
"Moonlight and Valentino (1995)"	"drama"
"Moonlight and Valentino (1995)"	"romance"
"Scarlet Letter, The (1995)"	"drama"
"8 Seconds (1994)"	"drama"
"That Darn Cat! (1965)"	"children"
"That Darn Cat! (1965)"	"comedy"
"That Darn Cat! (1965)"	"mystery"
"Ladybird Ladybird (1994)"	"drama"
"Bye Bye, Love (1995)"	"comedy"
"Century (1993)"	"drama"
"My Favorite Season (1993)"	"drama"
"Pather Panchali (1955)"	"drama"
"Golden Earrings (1947)"	"adventure"
"Golden Earrings (1947)"	"romance"
"Foreign Correspondent (1940)"	"thriller"
"Lady of Burlesque (1943)"	"comedy"
"Lady of Burlesque (1943)"	"mystery"
"Angel on My Shoulder (1946)"	"crime"
"Angel on My Shoulder (1946)"	"drama"
"Angel and the Badman (1947)"	"western"
"Outlaw, The (1943)"	"western"
"Beat the Devil (1954)"	"comedy"
"Beat the Devil (1954)"	"drama"
"Love Is All There Is (1996)"	"comedy"
"Love Is All There Is (1996)"	"drama"
"Damsel in Distress, A (1937)"	"comedy"
"Damsel in Distress, A (1937)"	"musical"
"Damsel in Distress, A (1937)"	"romance"
"Madame Butterfly (1995)"	"musical"
"Sleepover (1995)"	"comedy"
"Sleepover (1995)"	"drama"
"Here Comes Cookie (1935)"	"comedy"
"Thieves  (1996)"	"crime"
"Thieves  (1996)"	"drama"
"Thieves  (1996)"	"romance"
"Boys, Les (1997)"	"comedy"
"Stars Fell on Henrietta, The (1995)"	"drama"
"Last Summer in the Hamptons (1995)"	"comedy"
"Last Summer in the Hamptons (1995)"	"drama"
"Margaret's Museum (1995)"	"drama"
"Saint of Fort Washington, The (1993)"	"drama"
"Cure, The (1995)"	"drama"
"Tom and Huck (1995)"	"adventure"
"Tom and Huck (1995)"	"children"
"Gumby: The Movie (1995)"	"animation"
"Gumby: The Movie (1995)"	"children"
"Hideaway (1995)"	"thriller"
"Visitors, The  (1993)"	"comedy"
"Visitors, The  (1993)"	"sci-fi"
"Little Princess, The (1939)"	"children"
"Little Princess, The (1939)"	"drama"
"Nina Takes a Lover (1994)"	"comedy"
"Nina Takes a Lover (1994)"	"romance"
"Bhaji on the Beach (1993)"	"comedy"
"Bhaji on the Beach (1993)"	"drama"
"Raw Deal (1948)"	"film-noir"
"Nightwatch (1997)"	"horror"
"Nightwatch (1997)"	"thriller"
"Dead Presidents (1995)"	"action"
"Dead Presidents (1995)"	"crime"
"Dead Presidents (1995)"	"drama"
"Reckless (1995)"	"comedy"
"Herbie Rides Again (1974)"	"adventure"
"Herbie Rides Again (1974)"	"children"
"Herbie Rides Again (1974)"	"comedy"
"S.F.W. (1994)"	"drama"
"Gate of Heavenly Peace, The (1995)"	"documentary"
"Man in the Iron Mask, The (1998)"	"action"
"Man in the Iron Mask, The (1998)"	"drama"
"Man in the Iron Mask, The (1998)"	"romance"
"Jerky Boys, The (1994)"	"action"
"Jerky Boys, The (1994)"	"comedy"
"Colonel Chabert, Le (1994)"	"drama"
"Colonel Chabert, Le (1994)"	"romance"
"Colonel Chabert, Le (1994)"	"war"
"Girl in the Cadillac (1995)"	"drama"
"Even Cowgirls Get the Blues (1993)"	"comedy"
"Even Cowgirls Get the Blues (1993)"	"romance"
"Germinal (1993)"	"drama"
"Chasers (1994)"	"comedy"
"Fausto (1993)"	"comedy"
"Tough and Deadly (1995)"	"action"
"Tough and Deadly (1995)"	"drama"
"Tough and Deadly (1995)"	"thriller"
"Window to Paris (1994)"	"comedy"
"Modern Affair, A (1995)"	"romance"
"Mostro, Il (1994)"	"comedy"
"Flirt (1995)"	"drama"
"Carpool (1996)"	"comedy"
"Carpool (1996)"	"crime"
"Line King: Al Hirschfeld, The (1996)"	"documentary"
"Farmer & Chase (1995)"	"comedy"
"Grosse Fatigue (1994)"	"comedy"
"Santa with Muscles (1996)"	"comedy"
"Prisoner of the Mountains  (1996)"	"war"
"Naked in New York (1994)"	"comedy"
"Naked in New York (1994)"	"romance"
"Gold Diggers: The Secret of Bear Mountain (1995)"	"adventure"
"Gold Diggers: The Secret of Bear Mountain (1995)"	"children"
"Bewegte Mann, Der (1994)"	"comedy"
"Killer: A Journal of Murder (1995)"	"crime"
"Killer: A Journal of Murder (1995)"	"drama"
"Nelly & Monsieur Arnaud (1995)"	"drama"
"Three Lives and Only One Death (1996)"	"comedy"
"Babysitter, The (1995)"	"drama"
"Babysitter, The (1995)"	"thriller"
"Getting Even with Dad (1994)"	"comedy"
"Mad Dog Time (1996)"	"crime"
"Children of the Revolution (1996)"	"comedy"
"World of Apu, The  (1959)"	"drama"
"Sprung (1997)"	"comedy"
"Dream With the Fishes (1997)"	"drama"
"Wings of Courage (1995)"	"adventure"
"Wings of Courage (1995)"	"romance"
"Wedding Gift, The (1994)"	"drama"
"Race the Sun (1996)"	"drama"
"Losing Isaiah (1995)"	"drama"
"New Jersey Drive (1995)"	"crime"
"New Jersey Drive (1995)"	"drama"
"Fear, The (1995)"	"horror"
"Mr. Wonderful (1993)"	"comedy"
"Mr. Wonderful (1993)"	"romance"
"Trial by Jury (1994)"	"thriller"
"Good Man in Africa, A (1994)"	"action"
"Good Man in Africa, A (1994)"	"adventure"
"Kaspar Hauser (1993)"	"drama"
"Object of My Affection, The (1998)"	"comedy"
"Object of My Affection, The (1998)"	"romance"
"Witness (1985)"	"drama"
"Witness (1985)"	"romance"
"Witness (1985)"	"thriller"
"Senseless (1998)"	"comedy"
"Nowhere (1997)"	"drama"
"Underground (1995)"	"war"
"Jefferson in Paris (1995)"	"drama"
"Far From Home: The Adventures of Yellow Dog (1995)"	"adventure"
"Far From Home: The Adventures of Yellow Dog (1995)"	"children"
"Foreign Student (1994)"	"drama"
"I Don't Want to Talk About It  (1993)"	"drama"
"Twin Town (1997)"	"comedy"
"Twin Town (1997)"	"crime"
"Enfer, L' (1994)"	"drama"
"Aiqing wansui (1994)"	"drama"
"Cosi (1996)"	"comedy"
"All Over Me (1997)"	"drama"
"Being Human (1993)"	"drama"
"Amazing Panda Adventure, The (1995)"	"adventure"
"Amazing Panda Adventure, The (1995)"	"children"
"Beans of Egypt, Maine, The (1994)"	"drama"
"Scarlet Letter, The (1926)"	"drama"
"Johns (1996)"	"drama"
"It Takes Two (1995)"	"comedy"
"Frankie Starlight (1995)"	"drama"
"Frankie Starlight (1995)"	"romance"
"Shadows  (1988)"	"drama"
"Show, The (1995)"	"documentary"
"The Courtyard (1995)"	"action"
"The Courtyard (1995)"	"thriller"
"Dream Man (1995)"	"thriller"
"Destiny Turns on the Radio (1995)"	"comedy"
"Glass Shield, The (1994)"	"drama"
"Hunted, The (1995)"	"action"
"Underneath, The (1995)"	"mystery"
"Underneath, The (1995)"	"thriller"
"Safe Passage (1994)"	"drama"
"Secret Adventures of Tom Thumb, The (1993)"	"adventure"
"Secret Adventures of Tom Thumb, The (1993)"	"children"
"Condition Red (1995)"	"action"
"Condition Red (1995)"	"drama"
"Condition Red (1995)"	"thriller"
"Yankee Zulu (1994)"	"comedy"
"Yankee Zulu (1994)"	"drama"
"Aparajito (1956)"	"drama"
"Hostile Intentions (1994)"	"action"
"Hostile Intentions (1994)"	"drama"
"Hostile Intentions (1994)"	"thriller"
"Clean Slate  (1981)"	"crime"
"Tigrero: A Film That Was Never Made (1994)"	"documentary"
"Tigrero: A Film That Was Never Made (1994)"	"drama"
"Eye of Vichy, The  (1993)"	"documentary"
"Promise, The  (1994)"	"romance"
"To Cross the Rubicon (1991)"	"drama"
"Daens (1992)"	"drama"
"Man from Down Under, The (1943)"	"drama"
"Careful (1992)"	"comedy"
"Vermont Is For Lovers (1992)"	"comedy"
"Vermont Is For Lovers (1992)"	"romance"
"Vie est belle, La  (1987)"	"comedy"
"Vie est belle, La  (1987)"	"drama"
"Quartier Mozart (1992)"	"comedy"
"Touki Bouki  (1973)"	"drama"
"Wend Kuuni  (1982)"	"drama"
"Spirits of the Dead  (1968)"	"horror"
"Pharaoh's Army (1995)"	"war"
"I, Worst of All  (1990)"	"drama"
"Hungarian Fairy Tale, A (1987)"	"fantasy"
"Death in the Garden  (1956)"	"drama"
"Collectionneuse, La (1967)"	"drama"
"Baton Rouge (1988)"	"thriller"
"Liebelei (1933)"	"romance"
"Woman in Question, The (1950)"	"mystery"
"T-Men (1947)"	"film-noir"
"Invitation, The  (1986)"	"drama"
"Symphonie pastorale, La (1946)"	"drama"
"American Dream (1990)"	"documentary"
"Lashou shentan (1992)"	"action"
"Lashou shentan (1992)"	"crime"
"Lashou shentan (1992)"	"drama"
"Terror in a Texas Town (1958)"	"western"
"Salut cousin! (1996)"	"comedy"
"Salut cousin! (1996)"	"drama"
"Schizopolis (1996)"	"comedy"
"To Have, or Not (1995)"	"drama"
"Duoluo tianshi (1995)"	"drama"
"Magic Hour, The (1998)"	"drama"
"Death in Brunswick (1991)"	"comedy"
"Everest (1998)"	"documentary"
"Shopping (1994)"	"action"
"Shopping (1994)"	"thriller"
"Nemesis 2: Nebula (1995)"	"action"
"Nemesis 2: Nebula (1995)"	"sci-fi"
"Nemesis 2: Nebula (1995)"	"thriller"
"Romper Stomper (1992)"	"action"
"Romper Stomper (1992)"	"drama"
"City of Industry (1997)"	"crime"
"City of Industry (1997)"	"thriller"
"Someone Else's America (1995)"	"drama"
"Guantanamera (1994)"	"comedy"
"Office Killer (1997)"	"thriller"
"Price Above Rubies, A (1998)"	"drama"
"Angela (1995)"	"drama"
"He Walked by Night (1948)"	"crime"
"He Walked by Night (1948)"	"film-noir"
"He Walked by Night (1948)"	"thriller"
"Love Serenade (1996)"	"comedy"
"Deceiver (1997)"	"crime"
"Hurricane Streets (1998)"	"drama"
"Buddy (1997)"	"adventure"
"Buddy (1997)"	"children"
